title,url,year,num_citations,num_versions,cluster_id,url_pdf,url_citations,url_versions,url_citation,excerpt
Analysis of QUAD,http://link.springer.com/chapter/10.1007/978-3-540-74619-5_19,2007,43,28,1.58004E+16,None,http://scholar.google.com/scholar?cites=15800433589469310&as_sdt=2005&sciodt=0,,,
Twisted edwards curves,http://link.springer.com/chapter/10.1007/978-3-540-68164-9_26,2008,167,19,7.78147E+18,None,http://scholar.google.com/scholar?cites=7781474182175346726&as_sdt=2005&sciodt=0,,,
The Salsa20 family of stream ciphers,http://link.springer.com/chapter/10.1007/978-3-540-68351-3_8,2008,114,12,4.88546E+18,None,http://scholar.google.com/scholar?cites=4885459361269720837&as_sdt=2005&sciodt=0,,,
New AES software speed records,http://link.springer.com/chapter/10.1007/978-3-540-89754-5_25,2008,95,24,6.39722E+18,None,http://scholar.google.com/scholar?cites=6397223121269843585&as_sdt=2005&sciodt=0,,,
Fast multiplication and its applications,http://gendocs.ru/docs/18/17701/conv_1/file1.pdf#page=333,2008,81,18,9.15832E+18,None,http://scholar.google.com/scholar?cites=9158324490326784063&as_sdt=2005&sciodt=0,,,
CubeHash specification (2. B. 1),http://cubehash.cr.yp.to/submission2/spec.pdf,2008,63,3,8.54978E+18,http://cubehash.cr.yp.to/submission2/spec.pdf,http://scholar.google.com/scholar?cites=8549780319612721583&as_sdt=2005&sciodt=0,,,
Binary edwards curves,http://link.springer.com/chapter/10.1007/978-3-540-85053-3_16,2008,82,32,1.71409E+19,None,http://scholar.google.com/scholar?cites=17140862973939657801&as_sdt=2005&sciodt=0,,,
Attacking and defending the McEliece cryptosystem,http://link.springer.com/chapter/10.1007/978-3-540-88403-3_3,2008,183,21,8.67606E+18,None,http://scholar.google.com/scholar?cites=8676060072337129986&as_sdt=2005&sciodt=0,,,
Analysis and optimization of elliptic-curve single-scalar multiplication,http://www.hyperelliptic.org/EFD/precomp.pdf,2008,64,10,1.2851E+19,http://www.hyperelliptic.org/EFD/precomp.pdf,http://scholar.google.com/scholar?cites=12851037272296582517&as_sdt=2005&sciodt=0,,,
Post-quantum cryptography,http://books.google.com/books?hl=en&lr=&id=VB598lO47NAC&oi=fnd&pg=PA1&dq=dj+bernstein&ots=lwq4g5Rq47&sig=JVU6gR02GAeVckRG7MzAN1dG9-Q,2009,201,6,1.42621E+19,None,http://scholar.google.com/scholar?cites=14262094644333060397&as_sdt=2005&sciodt=0,,,
ECM on graphics cards,http://link.springer.com/chapter/10.1007/978-3-642-01001-9_28,2009,70,29,1.02974E+19,None,http://scholar.google.com/scholar?cites=10297430406259469102&as_sdt=2005&sciodt=0,,,
eBACS: ECRYPT benchmarking of cryptographic systems,None,2009,96,0,1.18983E+18,None,http://scholar.google.com/scholar?cites=1189825591291535902&as_sdt=2005&sciodt=0,,,
Type-II optimal polynomial bases,http://link.springer.com/chapter/10.1007/978-3-642-13797-6_4,2010,14,11,1.6337E+19,None,http://scholar.google.com/scholar?cites=16336970468073653598&as_sdt=2005&sciodt=0,,,
Grover vs. mceliece,http://link.springer.com/content/pdf/10.1007/978-3-642-12929-2_6.pdf,2010,30,11,1.55812E+19,http://link.springer.com/content/pdf/10.1007/978-3-642-12929-2_6.pdf,http://scholar.google.com/scholar?cites=15581160368338545235&as_sdt=2005&sciodt=0,,,
ECC2K-130 on Nvidia GPUs,http://link.springer.com/chapter/10.1007/978-3-642-17401-8_23,2010,17,13,3.96764E+18,None,http://scholar.google.com/scholar?cites=3967641512066778237&as_sdt=2005&sciodt=0,,,
Wild mceliece,http://link.springer.com/chapter/10.1007/978-3-642-19574-7_10,2011,38,12,1.39911E+19,None,http://scholar.google.com/scholar?cites=13991052848057310127&as_sdt=2005&sciodt=0,,,
Smaller decoding exponents: ball-collision decoding,http://link.springer.com/chapter/10.1007/978-3-642-22792-9_42,2011,73,13,5.13171E+18,None,http://scholar.google.com/scholar?cites=5131706635202362866&as_sdt=2005&sciodt=0,,,
Simplified high-speed high-distance list decoding for alternant codes,http://link.springer.com/chapter/10.1007/978-3-642-25405-5_13,2011,12,10,1.40675E+19,None,http://scholar.google.com/scholar?cites=14067511278342061529&as_sdt=2005&sciodt=0,,,
Really fast syndrome-based hashing,http://link.springer.com/chapter/10.1007/978-3-642-21969-6_9,2011,16,21,1.28125E+19,None,http://scholar.google.com/scholar?cites=12812450042064275851&as_sdt=2005&sciodt=0,,,
On the correct use of the negation map in the Pollard rho method,http://link.springer.com/chapter/10.1007/978-3-642-19379-8_8,2011,19,15,1.74339E+19,None,http://scholar.google.com/scholar?cites=17433851972365562973&as_sdt=2005&sciodt=0,,,
List decoding for binary Goppa codes,http://link.springer.com/chapter/10.1007/978-3-642-20901-7_4,2011,32,17,3.85947E+18,None,http://scholar.google.com/scholar?cites=3859473198578031439&as_sdt=2005&sciodt=0,,,
A complete set of addition laws for incomplete Edwards curves,http://www.sciencedirect.com/science/article/pii/S0022314X10002155,2011,16,8,1.31966E+19,None,http://scholar.google.com/scholar?cites=13196565957108482435&as_sdt=2005&sciodt=0,,,
The security impact of a new cryptographic library,http://link.springer.com/chapter/10.1007/978-3-642-33481-8_9,2012,28,16,3.69099E+18,None,http://scholar.google.com/scholar?cites=3690993470251999953&as_sdt=2005&sciodt=0,,,
SipHash: a fast short-input PRF,http://link.springer.com/chapter/10.1007/978-3-642-34931-7_28,2012,29,17,6.4335E+18,None,http://scholar.google.com/scholar?cites=6433503723587620144&as_sdt=2005&sciodt=0,,,
NEON crypto,http://link.springer.com/chapter/10.1007/978-3-642-33027-8_19,2012,34,17,9.50153E+18,None,http://scholar.google.com/scholar?cites=9501526669409581046&as_sdt=2005&sciodt=0,,,
High-speed high-security signatures,http://link.springer.com/article/10.1007/s13389-012-0027-1,2012,57,34,5.31488E+18,None,http://scholar.google.com/scholar?cites=5314879900669895689&as_sdt=2005&sciodt=0,,,
On the Security of RC4 in TLS.,http://scholar.google.com/https://www.usenix.org/sites/default/files/conference/protected-files/alfardan_sec13_slides.pdf,2013,24,9,1.55154E+19,http://scholar.google.com/https://www.usenix.org/sites/default/files/conference/protected-files/alfardan_sec13_slides.pdf,http://scholar.google.com/scholar?cites=15515366035036350777&as_sdt=2005&sciodt=0,,,
