title|url|year|num_citations|num_versions|cluster_id|url_pdf|url_citations|url_versions|url_citation|excerpt
THE 3jc+ 1 CONJUGACY MAP|http://books.google.com/books?hl=en&lr=&id=o0LzmtZvB58C&oi=fnd&pg=PA1154&dq=dj+bernstein&ots=ADdDanwm55&sig=nBK2FlwrXN_EIVf7z9wmKO0USV4|1996|25|3|13154369602954346629|None|http://scholar.google.com/scholar?cites=13154369602954346629&as_sdt=2005&sciodt=0,5&hl=en|http://scholar.google.com/scholar?cluster=13154369602954346629&hl=en&as_sdt=0,5&as_ylo=1989&as_yhi=1996|None|Abstract The 3x+ 1 map T and the shift map S are defined by T (x)=(3jr+ 1)/2 for x odd, T (x)= x/2 for x even, while S (x)=(x—l)/2 for x odd, S (x)= x/2 for x even. The 3x+ 1 conjugacy map O on the 2-adic integers Z2 conjugates S to T, ie,< t> o S od>-i= T. The map O mod 2"  ...
Application of the Premack principle of reinforcement to the quality performance of service employees|http://www.tandfonline.com/doi/abs/10.1300/j075v13n01_03|1993|25|4|16638002297677921441|None|http://scholar.google.com/scholar?cites=16638002297677921441&as_sdt=2005&sciodt=0,5&hl=en|http://scholar.google.com/scholar?cluster=16638002297677921441&hl=en&as_sdt=0,5&as_ylo=1989&as_yhi=1996|None|This study applied Premack's (1959, 1965) model of reinforcement to improving quality performance of service employees. Premack stated that for any pair of activities, the more probable or valued one will reinforce the less probable or less valued one. Quality  ...
OF CARROTS AND STICKS: A REVIEW OF DECI AND RYAN'S INTRINSIC MOTIVATION AND SELF‐DETERMINATION IN HUMAN BEHAVIOR1|http://onlinelibrary.wiley.com/doi/10.1901/jeab.1990.54-323/abstract|1990|24|5|12017697171183275584|None|http://scholar.google.com/scholar?cites=12017697171183275584&as_sdt=2005&sciodt=0,5&hl=en|http://scholar.google.com/scholar?cluster=12017697171183275584&hl=en&as_sdt=0,5&as_ylo=1989&as_yhi=1996|None|Most teachers have had the experience of presenting some particularly interesting or stimulating material, only to hear the most dreaded words in education:" Will this be on the test?" Such questions often set the occasion for overt and covert comments on the  ...
A 30-week randomized controlled trial of high-dose tacrine in patients with Alzheimer's disease|http://jama.jamanetwork.com/article.aspx?articleid=368751|1994|1041|9|12442564911778436100|None|http://scholar.google.com/scholar?cites=12442564911778436100&as_sdt=2005&sciodt=0,5&hl=en|http://scholar.google.com/scholar?cluster=12442564911778436100&hl=en&as_sdt=0,5&as_ylo=1989&as_yhi=1996|None|1.
Observation of events with a large rapidity gap in deep inelastic scattering at HERA|http://www.sciencedirect.com/science/article/pii/0370269393916454|1993|665|11|1678375566357569752|None|http://scholar.google.com/scholar?cites=1678375566357569752&as_sdt=2005&sciodt=0,5&hl=en|http://scholar.google.com/scholar?cluster=1678375566357569752&hl=en&as_sdt=0,5&as_ylo=1989&as_yhi=1996|None|In deep inelastic, neutral current scattering of electrons and protons at s= 296 GeV, we observe in the ZEUS detector events with a large rapidity gap in the hadronic final state. They occur in the region of small Bjorken x and are observed up to Q2 of 100 GeV2. They  ...
Increased type 1 plasminogen activator inhibitor gene expression in atherosclerotic human arteries|http://www.pnas.org/content/89/15/6998.short|1992|560|9|8465854361269841097|None|http://scholar.google.com/scholar?cites=8465854361269841097&as_sdt=2005&sciodt=0,5&hl=en|http://scholar.google.com/scholar?cluster=8465854361269841097&hl=en&as_sdt=0,5&as_ylo=1989&as_yhi=1996|None|Abstract Decreased fibrinolytic capacity has been suggested to accelerate the process of arterial atherogenesis by facilitating thrombosis and fibrin deposition within developing atherosclerotic lesions. Type 1 plasminogen activator inhibitor (PAI-1) is the primary  ...
Using maildir format|None|1995|16|0|3037983279045075227|None|http://scholar.google.com/scholar?cites=3037983279045075227&as_sdt=2005&sciodt=0,5&hl=en|None|None|None
Measurement of total and partial photon proton cross sections at 180 GeV center of mass energy|http://link.springer.com/article/10.1007/BF01580320|1994|495|12|14691688609605977237|None|http://scholar.google.com/scholar?cites=14691688609605977237&as_sdt=2005&sciodt=0,5&hl=en|http://scholar.google.com/scholar?cluster=14691688609605977237&hl=en&as_sdt=0,5&as_ylo=1989&as_yhi=1996|None|Abstract Photon proton cross sections for elastic light vector meson production, σ el νp, inelastic diffractive production, σ nd νp, non-diffractive production, σ d νp, as well as the total cross section, σ tot νp, have been measured at an average υ p center of mass energy of  ...
Measurement of the proton structure function< i> F</i>< sub> 2</sub> in ep scattering at HERA|http://www.sciencedirect.com/science/article/pii/037026939390347K|1993|459|11|6769655066002717779|None|http://scholar.google.com/scholar?cites=6769655066002717779&as_sdt=2005&sciodt=0,5&hl=en|http://scholar.google.com/scholar?cluster=6769655066002717779&hl=en&as_sdt=0,5&as_ylo=1989&as_yhi=1996|None|This paper presents our first measurement of the F2 structure function in neutral-current, deep inelastic scattering using the ZEUS detector at HERA, the ep colliding beam facility at DESY. The data correspond to an integrated luminosity of 24.7 nb− 1. Results are  ...
A measurement of σ< sub> tot</sub>(γp) at S= 210 GeV|http://www.sciencedirect.com/science/article/pii/037026939290914P|1992|364|9|1905463254944789256|None|http://scholar.google.com/scholar?cites=1905463254944789256&as_sdt=2005&sciodt=0,5&hl=en|http://scholar.google.com/scholar?cluster=1905463254944789256&hl=en&as_sdt=0,5&as_ylo=1989&as_yhi=1996|None|... A. Bernstein,; A. Caldwell,; I. Gialas,; JA Parsons,; S. Ritz,; F. Sciulli 7 ,; PB Straub,; L. Wai,; S.Yang. Nevis Laboratories, Columbia ... F. Ikraiam,; JK Mayer,; GR Smith. Department of Physics,University of Manitoba, Winnipeg, Manitoba, Canada. F. Corriveau,; DJ Gilkinson,; DS Hanna ...
